id,review_no_per_rest,restaurant_id,restaurant_type,review_rating,review_date,review_body,restaurant_name,restaurant_address
16,16,0,Chinese,5,10/21/2022,"My mom and I had a wonderful meal here. Very authentic and tasty! As someone who was born in Sichuan, I found dishes here that my grandmas would make. Very reasonable prices for east coast Chinese cuisine. If you are craving classic Sichuan dishes, go here! Chef and owner also from Sichuan - very nice people.",The Best Sichuan,47 W 39th St
17,17,0,Chinese,5,01/19/2023,Really good food. Not your typical American Chinese food. Love the Cumin Lamb and Dry Pot chicken best but reall all ate good. Good service. Gets busy during lunch time. Very reasonable prices for lunch specia for l NYC!,The Best Sichuan,47 W 39th St
18,18,0,Chinese,5,04/19/2023,"Praiseworthy Chinese restaurant with Sichuan flavored dishes which are served in healthy food portions rich in meat. Be wary, they take spicy very seriously! $16 a dish. 4.25/5 stars as a dinner spot.",The Best Sichuan,47 W 39th St
19,19,0,Chinese,5,02/18/2023,"Very pleasant experience. The atmosphere is good and service is excellent. The food won’t disappoint. The menu is quite large and can be overwhelming, but the offerings are good.",The Best Sichuan,47 W 39th St
20,20,0,Chinese,5,03/20/2023,"Amazing food, decor, music, service. atmosphere was the best i could’ve asked for. nice and peaceful. this was the best chinese food i’ve ever had!!",The Best Sichuan,47 W 39th St
21,21,0,Chinese,3,05/05/2023,"Large portion and affordable price. However, this is more like a work lunch/dinner place with colleagues than date night or friends gathering. The food is not very tasty",The Best Sichuan,47 W 39th St
22,22,0,Chinese,4,05/20/2019,Really delicious food. Stick to the Sichuan specialties. The soup dumplings are not great. But the everything with a Sichuan pepper in it is. Plus during happy hour the beers are pretty cheap. It would be a great place for groups so you could try a bunch of different things.,The Best Sichuan,47 W 39th St
23,23,0,Chinese,3,05/20/2019,"Came with relatives while visiting on a trip. We stayed at the hotel next door, and they were just looking for the nearest Chinese restaurant.    They're pretty picky when it comes to authentic and tasty Chinese food and this passed the test.    Very spicy dishes available. Everyone was happy.",The Best Sichuan,47 W 39th St
24,24,0,Chinese,5,05/19/2020,"Not greasy. Very flavorful.    I am particular about my sichuan order and they delivered on their promise. No msg, no seasoning beyond the sichuan peppercorns while keeping it to low sodium.    I ordered several beef and beef tendon appetizers. It was a very nice experience.    For my children, I needed it to be non-spicy and they made it very nice. Ingredients were fresh including the rice was soft!",The Best Sichuan,47 W 39th St
25,25,0,Chinese,4,05/19/2022,"The menu is like 20 pages with pictures of everything except lunch specials. Started with fried dumplings and scallion cake, it was little oily. I had beef lo mein and wife had beef soup that was very spicy both were little oily also. Spent $64 with tip. Overall good little NY place.",The Best Sichuan,47 W 39th St
26,26,0,Chinese,5,05/19/2021,They have outdoor dining tables set up with safety precautions. Tables and chairs were cleaned thoroughly. Food was authentic and very fresh. Glad we came across a nice sichuan place.,The Best Sichuan,47 W 39th St
27,27,0,Chinese,3,05/20/2019,Unimpressed perhaps because I'm not familiar with authentic Sichuan cuisine but the flavors weren't tasty to me. The simple vegetable spring roll was... off.  The atmosphere is decent with gold and red throughout the dining area and simple place settings on a  paper table covering.  The menu had a few typos but was helpful as it provided pictures for most of the dishes. I was pleased that the heat levels could be adjusted for any dish.  The staff was eager and pleasant.  The B grade was a bit of a concern but I didn't find any major flaws in the cleanliness/appearance. I did however notice white particles lingering at the bottom of my glass of water (this could have been from lemon though).,The Best Sichuan,47 W 39th St
28,28,0,Chinese,5,05/19/2022,"We have been having a great time in New York we have tried many restaurants. However today was definitely the best customer service, our server and waitress called India was so warm, attentive and made our experience even better. The food was so so so so good. Service was quick, quality and portions were very good. We will be back for sure. Totally wonderful experience",The Best Sichuan,47 W 39th St
29,29,0,Chinese,5,02/18/2023,"The food was really delicious and I try the best chili oil ever with steam wontom..The personal was attentive and very nice. Only one thing, the chairs not are comfortable ",The Best Sichuan,47 W 39th St
30,30,0,Chinese,5,05/19/2022,"Absolutely the best Chinese restaurant in town- better than most of the restaurants in NY. My friend and I tried several high-rated( 4.5 ~4.8) restaurants and ended up like . But this one really surprised us with great food and warm-hearted services. We order beef, chicken, hot-pot, and pork, which are beyond delicious. Also, cocktails are REALLY amazing, and you won’t missed that.",The Best Sichuan,47 W 39th St
31,31,0,Chinese,5,12/20/2022,Delicious Sichuan food near Bryant Park. Visited after skating at the park and the soup was great for warming up. Their spicy dishes are also on point. Everything was delicious,The Best Sichuan,47 W 39th St
32,32,0,Chinese,5,06/23/2022,"Food is very tasty, authentic, excellent service!!! Will come back again! Thank you!",The Best Sichuan,47 W 39th St
33,33,0,Chinese,4,05/19/2022,"my wife loved their fried rice and she craves for it while she’s pregnant. The thing is we are at newport, vt! An 8 hr or so drive without traffic! How crazy is that !review coming from asian couple. The thing that just piss me a bit is the passive aggresive tip they talked you too.",The Best Sichuan,47 W 39th St
34,34,0,Chinese,5,05/20/2019,"A nice, large, cozy place to eat Sichuan. The second floor can accommodate more people during busier hours. The service is fast, the waiters are nice, and the food is authentic and spicy. A great place if you want to spend around an hour eating authentic Sichuan food.",The Best Sichuan,47 W 39th St
35,35,0,Chinese,1,11/20/2022,"We used to be regular customers here, and today we came to eat again, from ordering to paying for an hour, we were eating, a waiter in black came to drive us away, she said to us, please hurry up if you finish eating Click to leave, is there anyone waiting behind? It's outrageous. This service, can't you see that we are eating? Besides, we ordered 4 dishes, and it's not a lunch special. Is one hour long? Negative review Will not be coming back to eat here again.",The Best Sichuan,47 W 39th St
36,36,0,Chinese,5,05/20/2019,"SO GOOD. You won't eat anything that isn't well-cooked here. We ordered the beef noodle soup, scallion pancakes, shredded potato, and Fu ji fei pian (seasoned cold beef slices) and they each tasted amazing.    The food came out quickly and each dish was warm and fresh. We got in near closing time and the staff was kind. By tasting these dishes, it's clear that they have a superb kitchen. Everything you order will definitely be delicious and authentic.",The Best Sichuan,47 W 39th St
37,37,0,Chinese,2,01/19/2023,Okay food. We ordered 3 dishes. All very oily. Not the most authentic sichuan food you can have in NYC.,The Best Sichuan,47 W 39th St
38,38,0,Chinese,5,05/20/2019,"Delicious food that we had there last night.  Ordered General Tao, dumplings, and spring rolls.  The wait service was very attentive.  The sauce was out of this world delicious.  Highly recommend this establishment!",The Best Sichuan,47 W 39th St
39,39,0,Chinese,5,05/20/2018,"This place was awesome. Food came out very quick, and it was one of the best boiling beef in chili oil I have ever had.    This is how Sichuan is done.",The Best Sichuan,47 W 39th St
40,40,0,Chinese,4,06/23/2022,Reasonable food quality  Reasonable service  Reasonable price slightly expensive,The Best Sichuan,47 W 39th St
41,41,0,Chinese,5,05/19/2022,Delicious! Wonton soup is authentic as is the Xiao long bao!! Will come back again.,The Best Sichuan,47 W 39th St
42,42,0,Chinese,5,08/22/2022,"Try the Dry Pepper Style Chicken. The chicken is very crispy, very spicy and very good!",The Best Sichuan,47 W 39th St
43,43,0,Chinese,1,02/18/2023,I walked in on weekday noon and was told I don’t have table for one while a plenty of tables are still empty. The owner seems only welcome groups over 2.,The Best Sichuan,47 W 39th St
44,44,0,Chinese,2,05/19/2021,The beef noodle soup greasy. And I order this for my working lunch. And made feel uncomfortable when I ate half of this. I saw another review for the beef noodle soup. I’m not sure if the pandemic or other reason. The meat is less than 30% than before. And most of the meat is fat.,The Best Sichuan,47 W 39th St
45,45,0,Chinese,3,10/21/2022,"Looks like the ownership changed. Cantonese management and service staff, friendly. The menu is different. Cook is different from pre-pandemic as the dishes tasted different, more like canto- sichuan style.  No longer authentic Sichuanese dishes, but still decent. Close to 42nd Street subway station.",The Best Sichuan,47 W 39th St
46,46,0,Chinese,5,04/19/2023,Weeks later I’m still thinking about the dandan noodles. First time eating sichuan and the staff were extremely helpful and made great suggestions.,The Best Sichuan,47 W 39th St
47,47,0,Chinese,5,05/19/2022,Beautiful place and also good food! I ordered my es tan soup and the other one I don’t remember lol  …,The Best Sichuan,47 W 39th St
48,48,0,Chinese,1,12/20/2022,"From a Chinese’s perspective, the taste is not good. What makes I hate here more is they mandatorily apply an 18% tips to the bill, when I was thinking about giving less because of the poor quality.",The Best Sichuan,47 W 39th St
49,49,0,Chinese,5,11/20/2022,"This is coming from a foreign Chinese guy so you know what I’m gonna say is legit - this is some of the best sichuan food you can get in NYC! The beef tripe in chili oil is addicting, I’m not kidding! Your diet will be ruined here, it’s so good!",The Best Sichuan,47 W 39th St
50,50,0,Chinese,5,04/19/2023,"Really fantastic food, diverse menu offerings, all at an amazingly low price.",The Best Sichuan,47 W 39th St
51,51,0,Chinese,5,11/20/2022,Spicy but taste good for me，price low,The Best Sichuan,47 W 39th St
52,52,0,Chinese,1,04/19/2023,"Tasty food. Shady pricing.  Discount 10% when paying cash, but they tax you on the discount.",The Best Sichuan,47 W 39th St
53,53,0,Chinese,5,05/19/2022,"My boyfriend and I ordered through Uber eats to our hotel. The delivery was very fast and the food was still hot. It was absolutely delicious, hands down one of the best Asia style noodles we’ve ever had. I had the rice noodle with vegetables and everything was fresh. Definitely would order again next time we’re in NYC.",The Best Sichuan,47 W 39th St
54,54,0,Chinese,1,01/19/2023,Rude staff. The waiter came back to us because apparently our 20% tip was not enough and pressured us into giving more.,The Best Sichuan,47 W 39th St
55,55,0,Chinese,5,06/23/2022,"Amazing!!! Spring rolls and fried dumplings are delicious. Must tries are the orange chicken, general chicken, black bean chicken, could keep going but nothing will disappoint!! Connie is very pleasant and extremely courteous!!",The Best Sichuan,47 W 39th St
56,56,0,Chinese,5,11/20/2022,Very professional sichuan food!!! You have to come to give a try. I ordered every week. Highly recommended!,The Best Sichuan,47 W 39th St
57,57,0,Chinese,3,11/20/2022,Read some good reviews about it so gave it a try but the food is really just alright. They were not not bad but definitely not great neither. I had tried better elsewhere.,The Best Sichuan,47 W 39th St
58,58,0,Chinese,5,05/19/2022,"We ate at this place and z so ordered chingqing style pork blood curd and peppercorn fish. Both taste very good and fresh!! Also, the waitress was so nice! She explained the menu to us very detailed. Great service and food, recommended!",The Best Sichuan,47 W 39th St
59,59,0,Chinese,4,05/19/2022,"Let us begin with the restaurant as a whole. I must say their attention to details to the guest are there. The food doesn't taste like your typical Chinese restaurant. They give you a piece if their town and you can definitely taste it in every bite. The ladies that work there are sweet and patient. It's a nice cozy area, that transports you to another setting. Their food was amazingly executed.",The Best Sichuan,47 W 39th St
60,60,0,Chinese,5,12/20/2022,Great Szechuan dishes. Friendly service. Standard pricing. Try the pork dumplings.,The Best Sichuan,47 W 39th St
61,61,0,Chinese,5,06/23/2022,I come here every few months and food is always great and happy hour drinks are awesome. Be sure to ask for the cocktail menu since they have 2 drink menus! Always seating available and clean. Kind staff too.,The Best Sichuan,47 W 39th St
63,63,0,Chinese,5,10/21/2022,Service was excellent considering we arrived with a group of eleven for lunch and they had no issue seating or serving us. Food was delicious.,The Best Sichuan,47 W 39th St
64,64,0,Chinese,5,12/20/2022,Extremely comfortable restaurant. Great service and delicious food. Been there with the family.,The Best Sichuan,47 W 39th St
65,65,0,Chinese,5,05/19/2022,"I was suspicious of the name, but it might be accurate!  Chongqing chicken was perfectly done with great flavor & delightful Sichuan peppercorns, and even basic tangy garlic chicken (hold the wood ear/fungus unless you know you like it) was delicately perfect.  *Highly* recommend even above 5 Google stars.",The Best Sichuan,47 W 39th St
66,66,0,Chinese,4,05/19/2020,"Spicy food are quite delicious, but may be difficult for some to adjust to",The Best Sichuan,47 W 39th St
67,67,0,Chinese,5,06/23/2022,"Good, authentic Chinese food. The cumin lamb and the Dan Dan noodles were my favorite. The food is pretty spicy, though.",The Best Sichuan,47 W 39th St
68,68,0,Chinese,5,05/19/2022,very nice service    Food is yummy   Portion is big enough for 4 people,The Best Sichuan,47 W 39th St
69,69,0,Chinese,5,05/19/2022,"The name says it all. We had the pork buns, Scallion style Beef, and Hot Sauce style pork. So so so good. Love that savory onion flavor on the beef, and just the right amount of spicy on the pork. We thought we wouldn't be able to eat it all when we saw the portions and somehow we did!",The Best Sichuan,47 W 39th St
70,70,0,Chinese,5,01/19/2023,"Wow, amazing food! It was pouring outside so this was a welcome stop for the family!",The Best Sichuan,47 W 39th St
71,71,0,Chinese,5,05/19/2022,"A delicious spot for Sichuan on a street that's already rich with Sichuan pleasures. Nothing we had was all that spicy (not even with 3 pepper symbols), but everything was balanced, well prepared and full of flavor. The wontons in chili oil were in a sauce so yummy I would have taken some home with me - garlicy, deeply savory and vinegared with just a hint of chili. The whole braised fish was especially awesome, dry fried in cumin with great skill and then plunged into a chili bath with loads of good veg and glass noodles. One really could just order this and be happy. The mapo tofu had me worried because it looked a little gloppy, but the flavor was great there too. Personally I wish they would turn up the spice just a little bit (it would sell me more beer), but the flavors were excellent, so I can't fault it. Covid seems to have left them with a sadly empty dining room, when clearly they deserve better, so if you're concerned that there is no one inside, worry not - it's good. Service was very attentive and friendly.",The Best Sichuan,47 W 39th St
72,72,0,Chinese,5,05/19/2020,"Very good food & generous portions. Be advised that they don’t serve alcohol, despite having wine on their menu.",The Best Sichuan,47 W 39th St
73,73,0,Chinese,5,12/20/2022,"Delicious food, the cumin flavor lamb and spicy chicken were excellent",The Best Sichuan,47 W 39th St
74,74,0,Chinese,4,05/20/2019,"Big chicken noodles, garlic pork, and sesame sweet mochi is good.",The Best Sichuan,47 W 39th St
75,75,0,Chinese,5,12/20/2022,Excellent dishes and quick service. Better than most in Chinatown,The Best Sichuan,47 W 39th St
76,76,0,Chinese,5,01/19/2023,"Great authentic food, nice atmosphere, amazing prices!",The Best Sichuan,47 W 39th St
77,77,0,Chinese,4,05/20/2019,Decent food. Service was slow for us (but seemingly not all other tables) and inattentive.,The Best Sichuan,47 W 39th St
78,78,0,Chinese,5,06/23/2022,"I was,in New York. I didn't know any Restraunts. We were told about this place. The Cashew chicken hands down the best I ever had.  I 100% recommend this place.",The Best Sichuan,47 W 39th St
79,79,0,Chinese,5,05/19/2021,Best Sichuan Food in NYC! Can indoor dinning again. Love restaurant!,The Best Sichuan,47 W 39th St
80,80,0,Chinese,5,11/20/2022,Authentic Sichuan food with great service and price. Highly recommended!,The Best Sichuan,47 W 39th St
81,81,0,Chinese,5,05/19/2021,"I always try the Chicken/Beef/Shrimp and Broccoli in brown sauce at a new lunch spot to judge if I'll return for more another time. THE BEST SICHUAN passed the test. They have a really good Lunch Special - price, quantity, quality. No photo to post because I devoured the food so quickly!",The Best Sichuan,47 W 39th St
82,82,0,Chinese,5,11/20/2022,Best food I have ever experienced in New York City. Great service I received.Thanks,The Best Sichuan,47 W 39th St
83,83,0,Chinese,4,05/20/2018,"Very authentic Chinese cuisine with detailed menu and pictures to aid in ordering. Friendly service, speed was fine. Their water is always infused with citrus or cucumbers so adds a nice zest to it. Very spicy so when asked I would recommend adjusting your regular spice level down a few notches. Large space that can fit many guests, but bathrooms are tiny and can cause congestion.",The Best Sichuan,47 W 39th St
84,84,0,Chinese,5,07/23/2022,Always great service. The best chinese food in midtown in my opinion. Everyone there is nice and the food is flavorful and fresh!,The Best Sichuan,47 W 39th St
85,85,0,Chinese,4,05/20/2017,"Very interesting Chinese experience for someone who's never had anything but fast food Chinese. From what I understand, this is still not traditional, but it was very good. The waiter took our order and met all requests. A Chinese client took us and it sounded like they were very accommodating about any requests. The service after that was a bit lacking and I think my water glass had soap in it, but that didn't subtract from the food enough to give a lower rating. Plenty of seating and seemed well staff. Large menu with a wide variety of dishes. Not sure what we ordered, but a whole fish, lamb dish, and beef dish, more than filled 3 people.",The Best Sichuan,47 W 39th St
86,86,0,Chinese,5,05/19/2022,Came here for lunch. Food was excellent. The waitress was also very attentive despite being super busy with all the other take out orders. Definitely recommend this place if you happen to be near time square.,The Best Sichuan,47 W 39th St
87,87,0,Chinese,5,05/19/2022,"Great restaurant. Please know Putin is lying and sending your soldiers to kill innocent women and children. Schools, hospitals and squares have been bombed. Please stand up to your government and spend the truth.",The Best Sichuan,47 W 39th St
88,88,0,Chinese,4,05/19/2020,"I personally felt that the food ordered was pretty good and tasty, maybe leaning towards the saltier side. But otherwise, I would still definitely recommend this place. The green beans were delicious. The mapo tofu was great as well. Service was relatively fast and organized.",The Best Sichuan,47 W 39th St
89,89,0,Chinese,5,02/18/2023,"Huge portion. Nice, not overcooked chicken.",The Best Sichuan,47 W 39th St
90,90,0,Chinese,1,05/20/2019,"Lots of problems here.  Food was delicious.  But the waiter was annoying and ineffective and rude.    We ordered some spicy beef, it tasted bad.  We said we didn't want it.  Got some dumplings instead.  Then we get this sad story about how the owner makes the waiter pay for food that is sent back.  That sucks, but the beef doesn't taste good.    We get the bill and it's wrong.  Then, as far as can tell they scam the ticket to make it look like we ate the beef so he wouldn't get charged.  But then finally, I realized that they charged me a 20% tip.  Which considering the fact that we had to ask for our drinks twice and that the waiter had to be metaphorically dragged away after we said we didn't like the beef, is not what I would have given him.    So, in short, great food, but dodgy staff.  Order and pay with care...",The Best Sichuan,47 W 39th St
91,91,0,Chinese,1,06/23/2022,"They tipped themselves. I signed and didn't write any tip on it, now I saw they tipped themselves. Thieves.  Food was ok but not really authentic and a bit pricey. Stay away from these scammers!",The Best Sichuan,47 W 39th St
92,92,0,Chinese,1,05/20/2018,"Savour Sichuan used to be a very good and authentic Chinese restaurant, and under the new management, the flavor was never the same, and the food was not refresh as before, and the way it was cooked was not authentic any more. Comparing to other Chinese restaurants around the area, I could definitely say it's the least choice for me anymore. Service is fine, the quality of food only get 1 star.",The Best Sichuan,47 W 39th St
93,93,0,Chinese,5,03/20/2023,Awesome service  Very serene child friendly ambience,The Best Sichuan,47 W 39th St
94,94,0,Chinese,4,05/20/2016,"Loved it. Midtown has a decent place to get super spicy food that numbs your lips.  Walked over after having a few Brews at skylark. Sat with a party of 6 and promptly seated. Ordered and food was like waiting for us.  We had the Dan Dan noodles, not as spicy as the ones at ""THE HANDY nasty"" but good.  Also asked for the fish soup, tofu platter and other spicy food that the waiter recommended. Omg so delicious, so numbing if you can actually think it's a good flavor. Clean, cheap, fast and delicious. The best part was that locals actually come here, it's not a tourist trap.    I will edit the review when I get home and check the names of the plate.",The Best Sichuan,47 W 39th St
95,95,0,Chinese,5,05/19/2020,"Delicious food!! Every dish we ordered was outstanding - wonderful flavor but not greasy, and really fresh ingredients. We will definitely be back! We never write reviews but this was worth making an exception!",The Best Sichuan,47 W 39th St
96,96,0,Chinese,5,04/19/2023,Value for money and tasty lunch sets!,The Best Sichuan,47 W 39th St
97,97,0,Chinese,5,05/19/2022,Amazing food! Huge portions for the price! Can’t beat the price in this area. Flavors were incredible and left me stuffed wanting more,The Best Sichuan,47 W 39th St
98,98,0,Chinese,2,05/20/2019,The food was good but the service for drinks was terrible. We ordered drinks at the beginning and we only got them at the end of our meal and they still charged us for the drinks. They charged us 6 dollars instead of 10 dollars per drink but it wasn't even a good drink. We got the Sichuan martini. Get something else.  The food was good though. I recommend the beef.,The Best Sichuan,47 W 39th St
99,99,0,Chinese,5,05/19/2020,"Best Sichuan food around. Last time we could not find the place because they were relocating from their old spot. Now they have new modern interior and same great food! Everything we ordered was great especially mapo tofu, pickled fish soup, green beans and dumplings were to die for. Fried chicken was too crispy though but we still enjoyed it and had a great time.",The Best Sichuan,47 W 39th St
100,100,0,Chinese,5,05/21/2013,"The food was excellent. Tied for best scallion pancake in NYC. I also had crispy orange beef & snow peas leaves.    China Sun had a lot of bad reviews about their service. I'm not sure why because their service was excellent as far as I'm concerned.    All I can say is if you are nice to them, they'll be nice to you.",The Best Sichuan,47 W 39th St
101,101,0,Chinese,5,05/19/2022,Very good food in good portions. Service was friendly and very attentive. Will definitely come back next time we're in town.,The Best Sichuan,47 W 39th St
102,102,0,Chinese,2,05/20/2019,"Disappointed. Went for the lunch special, because I was really craving sesame chicken. It took about over 30 minutes to have my food placed. I understand it was during rush hour, but when I opened my food - it was very cold. Almost like microwave food. To make it worse, there was a long black strand of hair on top of my soup cup. Which really ruined it for me with everything. The chicken had random pieces of spicy chicken, I feel they rushed my order. Shame because I don't want to make the effort to go back and get a refund. I'm moving on from this place from now on.",The Best Sichuan,47 W 39th St
103,103,0,Chinese,5,09/21/2022,Delicious food and excellent service! We went for dinner and we'll definitely go back.,The Best Sichuan,47 W 39th St
104,104,0,Chinese,3,05/20/2019,"Food was pretty good but maybe made the mistake of coming in a bit late. Website and sign out front said closes at 10:30pm. Walked in at 9:15 asked about closing time. Was told ""no problem"". Shortly after receiving food was gently informed a few times that they were closing at 10:00pm and all bills needed to be settled by then. Really felt as if we were being rushed and that ruined the experience.",The Best Sichuan,47 W 39th St
105,105,0,Chinese,5,11/20/2022,Best place to go! Food are delicious! Serve fast!,The Best Sichuan,47 W 39th St
106,106,0,Chinese,5,05/20/2018,"Chef showered tremendous respect to students and teachers. We were talking about university stuff throughout the meal and the chef showed up in the end and honored us a free dish to express his gratitude for scholars and professors. Dishes were all delicious and fast serving, the restaurant was quiet - great for making conversations.",The Best Sichuan,47 W 39th St
107,107,0,Chinese,5,05/19/2022,"Authentic Sichuan cuisine, and they amp the spice level to the way Sichuan food lovers expect! I go again and again to eat in or take out.",The Best Sichuan,47 W 39th St
108,108,0,Chinese,5,05/20/2019,"This is the orange chicken meal you've dreamed about.  Non breaded white chicken,  coated with the perfect consistency of orange sauce. The orange sauce has just the right amount of sweetness to it, enough to fill a sweet tooth craving without killing it before you finish your meal. It comes with the option of very high quality brown rice.  The spring roll was also made of notably higher quality ingredients, using a thinly coated wrap.  Savour Sichuan raised the bar quite high-- you would be hard pressed to find a better classic orange chicken meal anywhere else in the city.",The Best Sichuan,47 W 39th St
109,109,0,Chinese,5,05/19/2022,Absolutely the Best asking Asian food I’ve ever eaten. I highly recommend eating here. You will not be disappointed!,The Best Sichuan,47 W 39th St
110,110,0,Chinese,1,05/20/2019,I’d recommend confirming other reviews are authentic because I don’t see anything worthy of a four star.    We ordered fish and mushroom Bok Choy. The fish was not authentic Szechuan fish at all. The Bok Choy dish has sand in it and it is likely they did not wash the Bok Choy at all. The rice is pretty much what you can get from the cheapest Chinese takeout place.    The waiter said we get 10% discount if we pay by cash. I agreed only to find out I am forced to pay more than 20% tips because the tips was included from the initial check already. I was in a rush so I didn’t check carefully. This math game is not funny.    I didn’t have any high expectation at the beginning but the experience is not worth $30/person at all. Will not recommend it to anyone.,The Best Sichuan,47 W 39th St
111,111,0,Chinese,5,05/19/2022,Polite service and delicious food,The Best Sichuan,47 W 39th St
